date	story	run	result	seconds	note
2026-09-09T16:20:52Z	orgs-preferences-persist	5	PASS	10	PASS: switch checked=true -> checked=false, survived reload, restored to checked=true
2026-09-09T16:21:08Z	projects-archive	1	PASS	16	PASS: 'Journey archive 092052' left the active table and is listed under Archived (overview was http://127.0.0.1:5173/projects/10694664-746a-4f2b-8763-0eb079a7a
2026-09-09T16:21:23Z	projects-archive	2	PASS	15	PASS: 'Journey archive 092108' left the active table and is listed under Archived (overview was http://127.0.0.1:5173/projects/661d861b-4016-4693-9d11-35196134e
2026-09-09T16:21:38Z	projects-archive	3	PASS	15	PASS: 'Journey archive 092123' left the active table and is listed under Archived (overview was http://127.0.0.1:5173/projects/14b274ea-367c-4427-abf4-1c1cb2930
2026-09-09T16:21:54Z	projects-archive	4	PASS	16	PASS: 'Journey archive 092138' left the active table and is listed under Archived (overview was http://127.0.0.1:5173/projects/5b2399fe-3fc4-47e4-a884-0e18bcb21
2026-09-09T16:22:09Z	projects-archive	5	PASS	15	PASS: 'Journey archive 092154' left the active table and is listed under Archived (overview was http://127.0.0.1:5173/projects/ec8f8f57-73d2-4fb4-b2de-49a87498a
2026-09-09T16:22:22Z	projects-create	1	PASS	13	PASS: row 'Journey create 092209' in Projects table; overview url http://127.0.0.1:5173/projects/b608f36f-0ed9-4a4b-9b9a-4371416520a2
2026-09-09T16:22:35Z	projects-create	2	PASS	13	PASS: row 'Journey create 092222' in Projects table; overview url http://127.0.0.1:5173/projects/5e93cb29-1262-4049-8d96-c4d7dfb06781
2026-09-09T16:22:49Z	projects-create	3	PASS	14	PASS: row 'Journey create 092235' in Projects table; overview url http://127.0.0.1:5173/projects/f52769b4-d247-43bc-bbd0-a01c7df09cee
2026-09-09T16:23:03Z	projects-create	4	PASS	14	PASS: row 'Journey create 092249' in Projects table; overview url http://127.0.0.1:5173/projects/ccddbd25-2979-4d87-8d7f-bc4ce2eaa850
2026-09-09T16:23:16Z	projects-create	5	PASS	13	PASS: row 'Journey create 092303' in Projects table; overview url http://127.0.0.1:5173/projects/c21798cb-2b45-42c4-a940-996b8ce4fa7b
2026-09-09T16:23:25Z	projects-onboarding-wizard	1	PASS	9	PASS: signed up as wizard092316, project 'Journey onboarding 092316' created, landed on http://127.0.0.1:5173/project/08a04f74-06a7-48c0-aeae-ffd174ae82d3/edito
2026-09-09T16:23:35Z	projects-onboarding-wizard	2	PASS	9	PASS: signed up as wizard092325, project 'Journey onboarding 092325' created, landed on http://127.0.0.1:5173/project/2a6e26fb-d771-45c9-adef-bec10064abd9/edito
2026-09-09T16:23:44Z	projects-onboarding-wizard	3	PASS	9	PASS: signed up as wizard092335, project 'Journey onboarding 092335' created, landed on http://127.0.0.1:5173/project/4c1e42b2-b056-4428-8232-ff3a71df44c9/edito
2026-09-09T16:23:53Z	projects-onboarding-wizard	4	PASS	9	PASS: signed up as wizard092344, project 'Journey onboarding 092344' created, landed on http://127.0.0.1:5173/project/3eda6e32-8500-4815-968a-769dc60f4328/edito
2026-09-09T16:24:02Z	projects-onboarding-wizard	5	PASS	9	PASS: signed up as wizard092353, project 'Journey onboarding 092353' created, landed on http://127.0.0.1:5173/project/49c7c53c-092e-4571-959f-3b60f1bffa37/edito
2026-09-09T16:25:21Z	projects-route-health	1	PASS	79	PASS: 20 routes clean, no crash boundary or vite-error-overlay
2026-09-09T16:26:38Z	projects-route-health	2	PASS	77	PASS: 20 routes clean, no crash boundary or vite-error-overlay
2026-09-09T16:27:56Z	projects-route-health	3	PASS	78	PASS: 20 routes clean, no crash boundary or vite-error-overlay
2026-09-09T16:29:13Z	projects-route-health	4	PASS	77	PASS: 20 routes clean, no crash boundary or vite-error-overlay
2026-09-09T16:29:15Z	projects-route-health	5	FAIL	2	FAIL: login
2026-09-09T16:30:01Z	projects-settings-rename	1	PASS	46	PASS: renamed to 'Journey settings 092915 renamed', source language 'English (US)' saved, title survives reload
2026-09-09T16:30:46Z	projects-settings-rename	2	PASS	45	PASS: renamed to 'Journey settings 093001 renamed', source language 'English (US)' saved, title survives reload
2026-09-09T16:31:32Z	projects-settings-rename	3	PASS	46	PASS: renamed to 'Journey settings 093046 renamed', source language 'English (US)' saved, title survives reload
2026-09-09T16:32:17Z	projects-settings-rename	4	PASS	45	PASS: renamed to 'Journey settings 093132 renamed', source language 'English (US)' saved, title survives reload
2026-09-09T16:33:03Z	projects-settings-rename	5	PASS	46	PASS: renamed to 'Journey settings 093217 renamed', source language 'English (US)' saved, title survives reload
2026-09-09T16:37:07Z	projects-setup-checklist-survives-refresh	1	PASS	244	PASS: checklist restored after open+reload, stayed closed after skip+reload
2026-09-09T16:41:10Z	projects-setup-checklist-survives-refresh	2	PASS	243	PASS: checklist restored after open+reload, stayed closed after skip+reload
2026-09-09T16:45:04Z	projects-setup-checklist-survives-refresh	3	FAIL	234	FAIL: title field
2026-09-09T16:45:24Z	rules-builtin-violation	1	PASS	20	PASS: Extra whitespace rule flagged Line 1 amber after a double-space commit (c7942165-676e-4054-8cf2-1a5bf85029e2)
2026-09-09T16:45:44Z	rules-builtin-violation	2	PASS	20	PASS: Extra whitespace rule flagged Line 1 amber after a double-space commit (5ce4915b-1d9d-4364-9396-f129ce935dc4)
2026-09-09T16:46:04Z	rules-builtin-violation	3	PASS	20	PASS: Extra whitespace rule flagged Line 1 amber after a double-space commit (bae07f5d-7f20-4cf6-99f0-86a5796676da)
2026-09-09T16:46:25Z	rules-builtin-violation	4	PASS	21	PASS: Extra whitespace rule flagged Line 1 amber after a double-space commit (3b08f6a5-55fd-40bb-b5b0-970da5fce5a6)
2026-09-09T16:46:45Z	rules-builtin-violation	5	PASS	20	PASS: Extra whitespace rule flagged Line 1 amber after a double-space commit (a69859f7-3155-4dd9-9ea6-a6cda83b1be9)
2026-09-09T16:47:30Z	rules-custom-crud	1	FAIL	45	FAIL: inline editor did not mount
2026-09-09T16:48:00Z	sharing-invite-link-join	1	PASS	30	PASS: row 'Journey invite 094730' shared with bob on /orgs/all; bob project url http://127.0.0.1:5173/project/163a5708-85e3-4e36-b7e3-dc3120bc8b8b/editor
2026-09-09T16:48:31Z	sharing-invite-link-join	2	PASS	31	PASS: row 'Journey invite 094800' shared with bob on /orgs/all; bob project url http://127.0.0.1:5173/project/bafc9bd2-429a-46de-8475-c09dc907e6b5/editor
2026-09-09T16:49:02Z	sharing-invite-link-join	3	PASS	31	PASS: row 'Journey invite 094831' shared with bob on /orgs/all; bob project url http://127.0.0.1:5173/project/43402a7e-59b5-4a04-9278-ec8370cd57a6/editor
2026-09-09T16:49:32Z	sharing-invite-link-join	4	PASS	30	PASS: row 'Journey invite 094902' shared with bob on /orgs/all; bob project url http://127.0.0.1:5173/project/42e8b0d3-f732-4cc8-9586-1646ce4fa940/editor
2026-09-09T16:50:02Z	sharing-invite-link-join	5	PASS	30	PASS: row 'Journey invite 094932' shared with bob on /orgs/all; bob project url http://127.0.0.1:5173/project/963d73bf-cf9e-4366-b0c6-f7b242de1a5c/editor
2026-09-09T16:50:34Z	orgs-billing-cta	1	FAIL	10	FAIL: Field Plan text not present
2026-09-09T16:50:57Z	editor-import-and-edit	1	PASS	23	PASS: 'Hello agent 095034' committed in cell 1 of 7 and survived reload at http://127.0.0.1:5173/project/67c454ff-148a-40ab-8483-c278c27e7e3c/editor/file/01a087
2026-09-09T16:51:06Z	editor-import-and-edit	2	FAIL	9	FAIL: fill
2026-09-09T16:51:38Z	collab-file-propagates	1	PASS	32	PASS: bob's sidebar shows sample.md on first visit to http://127.0.0.1:5173/project/9806b396-deca-4b03-9165-038633016e81/editor (project Collab FP 095106, id 98
2026-09-09T16:52:11Z	collab-file-propagates	2	PASS	33	PASS: bob's sidebar shows sample.md on first visit to http://127.0.0.1:5173/project/ff509c80-7230-452d-a1a3-486792a77684/editor (project Collab FP 095138, id ff
2026-09-09T16:52:44Z	collab-file-propagates	3	PASS	33	PASS: bob's sidebar shows sample.md on first visit to http://127.0.0.1:5173/project/d065b97d-28d8-4977-bd63-d28f9314af3c/editor (project Collab FP 095211, id d0
2026-09-09T16:53:16Z	collab-file-propagates	4	PASS	32	PASS: bob's sidebar shows sample.md on first visit to http://127.0.0.1:5173/project/808e3a94-4559-494c-9c81-e99bd7606f74/editor (project Collab FP 095244, id 80
2026-09-09T16:53:33Z	collab-file-propagates	5	FAIL	17	FAIL: bob suggestion checkbox not in snapshot
2026-09-09T16:54:09Z	collab-cross-user-validate	1	PASS	36	PASS: bob validated cell 0 on project 7deee935-4b16-4ec5-be88-736c01436ba1, file 01a08717-2006-70dd-ba7a-46190c68f7fa — control reads 'Validated — row 1. Cl
2026-09-09T16:54:27Z	collab-cross-user-validate	2	FAIL	18	FAIL: open Role combobox
2026-09-09T16:54:42Z	collab-bt-edit-locked-for-reviewer	1	FAIL	15	FAIL: click row 1 target
2026-09-09T16:55:09Z	collab-member-presence	1	PASS	27	PASS: popover 'dialog "1 online"' with 'BO bob online' shown for project 52a1e57a-0812-4f2d-af95-dffd80859a48, closed on Escape (no reload needed)
2026-09-09T16:55:36Z	collab-member-presence	2	PASS	27	PASS: popover 'dialog "1 online"' with 'BO bob online' shown for project 577382f1-cc95-44a3-b470-352981961d9a, closed on Escape (no reload needed)
2026-09-09T16:56:04Z	collab-member-presence	3	PASS	28	PASS: popover 'dialog "1 online"' with 'BO bob online' shown for project a79a3aaf-8171-43f2-bfb4-e895b7c7b6d7, closed on Escape (no reload needed)
2026-09-09T16:56:31Z	collab-member-presence	4	PASS	27	PASS: popover 'dialog "1 online"' with 'BO bob online' shown for project 2438ba38-a161-41af-b3a2-58978c698863, closed on Escape (no reload needed)
2026-09-09T16:56:59Z	collab-member-presence	5	PASS	28	PASS: popover 'dialog "1 online"' with 'BO bob online' shown for project 9eeed15e-ec90-4f7f-9e06-42044bbce18d, closed on Escape (no reload needed)
2026-09-09T16:58:18Z	projects-route-health	1	PASS	79	PASS: 20 routes clean, no crash boundary or vite-error-overlay
2026-09-09T16:58:20Z	projects-route-health	2	FAIL	2	FAIL: login
2026-09-09T16:58:52Z	rules-custom-crud	1	FAIL	16	FAIL: inline editor still open after Cancel
2026-09-09T16:59:00Z	orgs-billing-cta	1	FAIL	8	FAIL: Billing & usage link
2026-09-09T16:59:24Z	editor-import-and-edit	1	PASS	24	PASS: 'Hello agent 095900' committed in cell 1 of 7 and survived reload at http://127.0.0.1:5173/project/6f292244-41f0-4772-82b1-699b67fa6b54/editor/file/01a087
2026-09-09T16:59:47Z	editor-import-and-edit	2	PASS	23	PASS: 'Hello agent 095924' committed in cell 1 of 7 and survived reload at http://127.0.0.1:5173/project/37a23231-283d-4a59-a9b2-6eb5e752aecb/editor/file/01a087
2026-09-09T17:00:09Z	editor-import-and-edit	3	PASS	22	PASS: 'Hello agent 095947' committed in cell 1 of 7 and survived reload at http://127.0.0.1:5173/project/ceab644e-61be-4758-9e78-c6a58cc260e0/editor/file/01a087
2026-09-09T17:00:32Z	editor-import-and-edit	4	PASS	23	PASS: 'Hello agent 100009' committed in cell 1 of 7 and survived reload at http://127.0.0.1:5173/project/4f4221f6-8b67-45ea-9816-a80b1888d012/editor/file/01a087
2026-09-09T17:00:55Z	editor-import-and-edit	5	PASS	23	PASS: 'Hello agent 100032' committed in cell 1 of 7 and survived reload at http://127.0.0.1:5173/project/b2597cab-eb53-4202-935a-d3edde1264cc/editor/file/01a087
2026-09-09T17:01:13Z	projects-setup-checklist-survives-refresh	1	PASS	18	PASS: checklist restored after open+reload, stayed closed after skip+reload
2026-09-09T17:01:33Z	projects-setup-checklist-survives-refresh	2	PASS	20	PASS: checklist restored after open+reload, stayed closed after skip+reload
2026-09-09T17:01:54Z	projects-setup-checklist-survives-refresh	3	PASS	21	PASS: checklist restored after open+reload, stayed closed after skip+reload
2026-09-09T17:02:17Z	projects-setup-checklist-survives-refresh	4	PASS	23	PASS: checklist restored after open+reload, stayed closed after skip+reload
2026-09-09T17:02:41Z	projects-setup-checklist-survives-refresh	5	PASS	24	PASS: checklist restored after open+reload, stayed closed after skip+reload
2026-09-09T17:03:30Z	collab-bt-edit-locked-for-reviewer	1	FAIL	22	FAIL: type translation
2026-09-09T17:04:13Z	collab-cross-user-validate	1	FAIL	43	FAIL: create dialog
2026-09-09T17:04:54Z	collab-file-propagates	1	PASS	41	PASS: bob's sidebar shows sample.md on first visit to http://127.0.0.1:5173/project/40c11137-816f-4bde-9e2f-894620b17463/editor (project Collab FP 100413, id 40
2026-09-09T17:05:32Z	collab-file-propagates	2	PASS	38	PASS: bob's sidebar shows sample.md on first visit to http://127.0.0.1:5173/project/8d3bc591-e94a-46f1-8842-29676d4ceb0a/editor (project Collab FP 100454, id 8d
2026-09-09T17:06:11Z	collab-file-propagates	3	PASS	39	PASS: bob's sidebar shows sample.md on first visit to http://127.0.0.1:5173/project/fa310dc0-abf0-42dc-b42e-590891cd2973/editor (project Collab FP 100532, id fa
2026-09-09T17:07:13Z	collab-file-propagates	4	PASS	62	PASS: bob's sidebar shows sample.md on first visit to http://127.0.0.1:5173/project/dc9b557b-1ce1-46fa-b899-0757a8c567c2/editor (project Collab FP 100611, id dc
2026-09-09T17:07:14Z	collab-file-propagates	5	FAIL	1	FAIL: alice login
2026-09-09T17:07:17Z	projects-route-health	1	FAIL	3	FAIL: login
2026-09-09T17:07:41Z	rules-custom-crud	1	FAIL	3	FAIL: login
2026-09-09T17:07:44Z	orgs-billing-cta	1	FAIL	3	FAIL: login
2026-09-09T20:05:44Z	rules-custom-crud	1	FAIL	92	FAIL: 'TestRule 130540' still on the page after delete
2026-09-09T20:05:56Z	orgs-billing-cta	1	PASS	12	PASS: Billing & usage shows plan panel, usage panel, and Field Plan CTA
2026-09-09T20:06:07Z	orgs-billing-cta	2	PASS	11	PASS: Billing & usage shows plan panel, usage panel, and Field Plan CTA
2026-09-09T20:06:19Z	orgs-billing-cta	3	PASS	12	PASS: Billing & usage shows plan panel, usage panel, and Field Plan CTA
2026-09-09T20:06:30Z	orgs-billing-cta	4	PASS	11	PASS: Billing & usage shows plan panel, usage panel, and Field Plan CTA
2026-09-09T20:06:40Z	orgs-billing-cta	5	PASS	10	PASS: Billing & usage shows plan panel, usage panel, and Field Plan CTA
2026-09-09T20:08:58Z	projects-route-health	1	PASS	138	PASS: 20 routes clean, no crash boundary or vite-error-overlay
2026-09-09T20:10:59Z	projects-route-health	2	PASS	121	PASS: 20 routes clean, no crash boundary or vite-error-overlay
2026-09-09T20:12:50Z	projects-route-health	3	PASS	111	PASS: 20 routes clean, no crash boundary or vite-error-overlay
2026-09-09T20:14:36Z	projects-route-health	4	PASS	106	PASS: 20 routes clean, no crash boundary or vite-error-overlay
2026-09-09T20:16:48Z	projects-route-health	5	PASS	132	PASS: 20 routes clean, no crash boundary or vite-error-overlay
2026-09-09T20:18:06Z	collab-cross-user-validate	1	PASS	78	PASS: bob validated cell 0 on project 7e490736-0f9a-4dc8-b2a8-97ee6ab0a066, file 01a087d1-6bf6-7707-a0ee-4b878cd7e8b9 — control reads 'Validated — row 1. Cl
2026-09-09T20:19:12Z	collab-cross-user-validate	2	PASS	66	PASS: bob validated cell 0 on project 6263bb58-eeb5-46d3-8025-642fb132a320, file 01a087d2-9a3d-70fb-a974-d7f1a299fb56 — control reads 'Validated — row 1. Cl
2026-09-09T20:20:09Z	collab-cross-user-validate	3	PASS	57	PASS: bob validated cell 0 on project 60c71eaf-c554-4452-8b6e-4eb1037cfc4d, file 01a087d3-8c57-7199-b467-75f99f66ffd8 — control reads 'Validated — row 1. Cl
2026-09-09T20:21:05Z	collab-cross-user-validate	4	PASS	56	PASS: bob validated cell 0 on project 4d1100b6-1692-46af-b49f-57155c5db914, file 01a087d4-691b-7722-878b-db2426d5d33c — control reads 'Validated — row 1. Cl
2026-09-09T20:22:01Z	collab-cross-user-validate	5	PASS	56	PASS: bob validated cell 0 on project 4533bff2-ae1c-4cef-ba80-656559511d59, file 01a087d5-41d3-728d-b35c-0ce3d5754ead — control reads 'Validated — row 1. Cl
2026-09-09T20:22:27Z	collab-bt-edit-locked-for-reviewer	1	FAIL	26	FAIL: type translation
