"ID","Area","Feature","UserStory","ExpectedBehavior","KeyFiles","E2ESpec","CodeStatus","QAStatus","QANotes","Notes","Persona","Permissions","VideoPath","VideoTimestamp","VideoStatus"
"PDL-26","Projects Dashboard & Lifecycle","Overflow menu (project actions)","As a manager, I want quick access to project actions (archive, download, lifecycle), so that I don't clutter the main UI.","Project overview header → '⋯' (three-dot) button. Opens dropdown menu with: 'Download deliverable' (maintainer+), 'Mark as Inactive/Active' (project_lead+), 'Archive' (owner only, shown in danger color). Menu closes on outside click. Buttons disabled if action in progress (busy state) or permission missing.","src/components/org/ProjectOverview.tsx:135-181,404-432","e2e/specs/projects/project-overview-overflow-menu.smoke.spec.ts","Implemented","Untested","","Rendered only if canManage || isOwner || canToggleLifecycle. Archive option shown in muted-foreground with hover:text-destructive for visual emphasis. Menu self-closes on Escape (not implemented—relies on click-outside detection).","Project lead / org admin","View: viewer(100); create/archive/delete project: project_lead(500)+/owner(700)","https://docs.aquilla.app/media/projects-dashboard/projects-dashboard.mp4","00:00","recorded"
"PO-01","Project Overview","Display project name and metadata","As a project manager, I want to see the project name, language pair (source → target), and file count at a glance, so that I can quickly identify which project I'm looking at","The overview page header displays h1 with project name, language pair (e.g. 'Greek → Bambara'), and count of files in the project. All three pieces of information are visible on page load.","src/components/org/ProjectOverview.tsx:366; src/components/org/ProjectOverview.tsx:382-385","e2e/specs/projects/project-overview.smoke.spec.ts","Implemented","Untested","","","Project manager / owner (oversight)","Read all panels: viewer(100); manage/configure panels: project_lead(500)+","https://docs.aquilla.app/media/overview-read-progress/overview-read-progress.mp4","00:00","recorded"
"PO-02","Project Overview","Display project status chip","As a project manager, I want to see at-a-glance project status (On track / Due soon / Overdue) based on deadline, so that I can prioritize which projects need attention","A colored badge appears next to the project title showing 'On track' (green, deadline > 7 days), 'Due soon' (amber, deadline 0-7 days), or 'Overdue' (red, deadline in past). No badge appears if no deadline is set (no-deadline state).","src/components/org/ProjectOverview.tsx:38-49; src/components/org/ProjectOverview.tsx:51-64; src/components/org/ProjectOverview.tsx:264; src/components/org/ProjectOverview.tsx:368","e2e/specs/projects/project-status-chip.smoke.spec.ts","Implemented","Untested","","Status derived from deadlineStatus() function; only renders for on-track/due-soon/overdue states","Project manager / owner (oversight)","Read all panels: viewer(100); manage/configure panels: project_lead(500)+","https://docs.aquilla.app/media/overview-read-progress/overview-read-progress.mp4","00:00","recorded"
"PO-03","Project Overview","Display archived badge","As a project manager, I want to see immediately if a project is archived, so that I know it is not currently active","A secondary 'Archived' badge appears next to the project name when the project has a deletedAt timestamp (isArchived = Boolean(project?.deletedAt))","src/components/org/ProjectOverview.tsx:248; src/components/org/ProjectOverview.tsx:369-371","e2e/specs/projects/archive.smoke.spec.ts","Implemented","Untested","","Badge only visible for archived projects; mutually exclusive with Inactive badge","Project manager / owner (oversight)","Read all panels: viewer(100); manage/configure panels: project_lead(500)+","https://docs.aquilla.app/media/overview-read-progress/overview-read-progress.mp4","00:00","recorded"
"PO-04","Project Overview","Display inactive badge","As a project manager, I want to see when a project is marked as inactive/frozen, so that I know it cannot be edited","An amber 'Inactive' badge appears next to the project name when the project is frozen (!isFrozen = false in useProjectLifecycle). Only renders when project is not archived.","src/components/org/ProjectOverview.tsx:250-254; src/components/org/ProjectOverview.tsx:372-379","none","Implemented","Untested","","Lifecycle state managed by useProjectLifecycle hook; data-testid='overview-inactive-badge'; requires isActive=false from server","Project manager / owner (oversight)","Read all panels: viewer(100); manage/configure panels: project_lead(500)+","https://docs.aquilla.app/media/overview-read-progress/overview-read-progress.mp4","00:00","recorded"
"PO-05","Project Overview","Open project button","As a translator, I want to open the project editor workspace from the overview, so that I can start translating","A primary 'Open project' button navigates to /project/:id when clicked. Button is always visible in the header.","src/components/org/ProjectOverview.tsx:388-393","e2e/specs/projects/project-overview.smoke.spec.ts","Implemented","Untested","","","Project manager / owner (oversight)","Read all panels: viewer(100); manage/configure panels: project_lead(500)+","https://docs.aquilla.app/media/project-tour/project-tour.mp4","00:01","recorded"
"PO-06","Project Overview","Restore archived project","As a project owner, I want to restore an archived project, so that I can resume work on it","When project is archived and caller is owner, a 'Restore' button appears. Clicking it calls unarchiveProjectRemote(), then refresh(). On success, the button disappears and project is restored. On error (e.g. forbidden), an error message is displayed.","src/components/org/ProjectOverview.tsx:244; src/components/org/ProjectOverview.tsx:320-333; src/components/org/ProjectOverview.tsx:394-402","e2e/specs/projects/archive.smoke.spec.ts","Implemented","Untested","","Only visible to project owners (syncRole.level >= 700); only renders when isArchived=true","Project manager / owner (oversight)","Read all panels: viewer(100); manage/configure panels: project_lead(500)+","https://docs.aquilla.app/media/overview-read-progress/overview-read-progress.mp4","00:00","recorded"
"PO-07","Project Overview","Download deliverable","As a project manager, I want to download a bundle of the translated project files, so that I can share the deliverable with stakeholders","An overflow menu item 'Download deliverable' is available to maintainers+. It is disabled when the project has no files. Clicking triggers downloadProjectBundle(), which downloads a zip archive. On error, an error message is displayed.","src/components/org/ProjectOverview.tsx:245; src/components/org/ProjectOverview.tsx:287-303; src/components/org/ProjectOverview.tsx:406-412","e2e/specs/projects/project-overview-overflow-menu.smoke.spec.ts","Implemented","Untested","","In overflow menu (⋯ button); disabled when project.files.length === 0; requires canManage role","Project manager / owner (oversight)","Read all panels: viewer(100); manage/configure panels: project_lead(500)+","https://docs.aquilla.app/media/overview-read-progress/overview-read-progress.mp4","00:00","recorded"
"PO-08","Project Overview","Toggle project lifecycle (Mark as Active / Inactive)","As a project manager, I want to freeze a project to prevent edits, or reactivate it later, so that I can control when work is allowed","An overflow menu item 'Mark as Inactive' (or 'Mark as Active' if already inactive) is available to project_lead+. Clicking toggles isFrozen state via useProjectLifecycle.toggle(jwt). The button shows 'Reactivating…' while busy. On success, the page refreshes to reflect the new lifecycle state.","src/components/org/ProjectOverview.tsx:247; src/components/org/ProjectOverview.tsx:250-254; src/components/org/ProjectOverview.tsx:256-262; src/components/org/ProjectOverview.tsx:414-421","none","Implemented","Untested","","Requires canToggleLifecycle role (syncRole.level >= 500); only visible when project is not archived; text changes based on isFrozen state","Project manager / owner (oversight)","Read all panels: viewer(100); manage/configure panels: project_lead(500)+","https://docs.aquilla.app/media/overview-read-progress/overview-read-progress.mp4","00:00","recorded"
"PO-09","Project Overview","Archive project","As a project owner, I want to archive a project to move it to trash, so that I can clean up completed or cancelled projects","An overflow menu item 'Archive' (danger/destructive styling) is available only to owners. Clicking calls archiveProjectRemote(id, jwt). On success, navigates to /projects (active list). On forbidden, shows error message. On error, shows error message.","src/components/org/ProjectOverview.tsx:244; src/components/org/ProjectOverview.tsx:305-318; src/components/org/ProjectOverview.tsx:422-430","e2e/specs/projects/archive.smoke.spec.ts","Implemented","Untested","","Only visible to project owners (syncRole.level >= 700); only rendered when !isArchived; styled as destructive action","Project lead / owner","Lifecycle ops: project_lead(500)+ / owner(700)","https://docs.aquilla.app/media/overview-read-progress/overview-read-progress.mp4","00:00","recorded"
"PO-10","Project Overview","Display inactive project banner","As a project member, I want to see a prominent warning that the project is frozen, so that I understand why I cannot edit","When a project is frozen (isFrozen=true from useProjectLifecycle), a full-width amber banner appears at the top of the page with an alert icon and message: '[ProjectName] is inactive — it cannot be edited until reactivated.' Project managers see a 'Reactivate' button; non-managers see read-only message.","src/components/org/ProjectOverview.tsx:348-355; src/components/InactiveProjectBanner.tsx:51-83","none","Implemented","Untested","","data-testid='inactive-project-banner'; only renders when isFrozen && status === 'ready' && project exists; reactivate button only shown to canToggleLifecycle users","Project manager / owner (oversight)","Read all panels: viewer(100); manage/configure panels: project_lead(500)+","https://docs.aquilla.app/media/overview-read-progress/overview-read-progress.mp4","00:00","recorded"
"PO-11","Project Overview","Display progress section header","As a project manager, I want to see a 'Progress' section, so that I can monitor translation completion","A 'Progress' card header with uppercase text 'Progress' is displayed when the project has cells (audio.totalCells > 0). The card is hidden for empty projects.","src/components/org/ProjectOverview.tsx:440-442","e2e/specs/projects/project-overview-file-stats.smoke.spec.ts","Implemented","Untested","","Conditional: only renders when audio.totalCells > 0","Project manager / owner (oversight)","Read all panels: viewer(100); manage/configure panels: project_lead(500)+","https://docs.aquilla.app/media/overview-read-progress/overview-read-progress.mp4","00:06","recorded"
"PO-12","Project Overview","Display translation progress percentage","As a project manager, I want to see what percentage of cells have been translated, so that I can assess project progress","A stat tile labeled 'Translated' displays the rounded percentage (Math.round(pct * 100))% in amber text. The percentage is calculated via translatedPct(audio) (filledCells / totalCells).","src/components/org/ProjectOverview.tsx:447-448; src/lib/frontier/portfolio.ts:55-61","e2e/specs/projects/project-overview-file-stats.smoke.spec.ts","Implemented","Untested","","Shown as large percentage tile; color is amber-600; only visible when showText=true","Project manager / owner (oversight)","Read all panels: viewer(100); manage/configure panels: project_lead(500)+","https://docs.aquilla.app/media/overview-read-progress/overview-read-progress.mp4","00:06","recorded"
"PO-13","Project Overview","Display AI-drafted progress percentage","As a project manager, I want to track cells that were auto-generated by AI, so that I can distinguish them from human translations","A stat tile labeled 'AI Drafted' displays the rounded percentage in violet text, with a tooltip explaining: 'Cells drafted by AI (via ""Translate all"") that have not yet been human-edited or validated. Only shown when audio.aiDraftedCells > 0.'","src/components/org/ProjectOverview.tsx:449-456","none","Implemented","Untested","","Conditional: only renders when audio.aiDraftedCells > 0; includes tooltip explaining tracking scope","Project manager / owner (oversight)","Read all panels: viewer(100); manage/configure panels: project_lead(500)+","https://docs.aquilla.app/media/overview-read-progress/overview-read-progress.mp4","00:00","recorded"
"PO-14","Project Overview","Display validation progress percentage","As a project manager, I want to see what percentage of cells have been validated, so that I can assess review completion","A stat tile labeled 'Validated' displays the rounded percentage in emerald text. Calculated via validatedPct(audio) (validatedCells / totalCells).","src/components/org/ProjectOverview.tsx:457; src/lib/frontier/portfolio.ts:50-54","e2e/specs/projects/project-overview-file-stats.smoke.spec.ts","Implemented","Untested","","Shown as large percentage tile; color is emerald-600; only visible when showText=true","Project manager / owner (oversight)","Read all panels: viewer(100); manage/configure panels: project_lead(500)+","https://docs.aquilla.app/media/overview-read-progress/overview-read-progress.mp4","00:06","recorded"
"PO-15","Project Overview","Display audio progress percentage","As a project manager, I want to see what percentage of cells have audio recordings, so that I can track audio coverage","A stat tile labeled 'Audio' displays the rounded percentage in sky text. Calculated via audioPct(audio). Only shown when project has audio cells (hasAudio=true).","src/components/org/ProjectOverview.tsx:460-461; src/lib/frontier/portfolio.ts:68-72","none","Implemented","Untested","","Conditional: only renders when showAudio=true (audio.audioCells > 0); color is sky-600; includes TODO comment about approval metric (AQU-168)","Project manager / owner (oversight)","Read all panels: viewer(100); manage/configure panels: project_lead(500)+","https://docs.aquilla.app/media/overview-read-progress/overview-read-progress.mp4","00:00","recorded"
"PO-16","Project Overview","Display translation detail bar","As a project manager, I want to see the exact count of translated cells vs total, so that I can understand the absolute progress","A horizontal bar displays 'Translated' label, a filled amber progress bar, and stats showing '{filledCells}/{totalCells} cells'. The percentage fill is calculated as (filledCells / totalCells) * 100.","src/components/org/ProjectOverview.tsx:470-476; src/components/org/ProjectOverview.tsx:92-116","e2e/specs/projects/project-overview-file-stats.smoke.spec.ts","Implemented","Untested","","StatBar component; suffix ' cells' appended; only visible when showText=true","Project manager / owner (oversight)","Read all panels: viewer(100); manage/configure panels: project_lead(500)+","https://docs.aquilla.app/media/overview-read-progress/overview-read-progress.mp4","00:00","recorded"
"PO-17","Project Overview","Display AI-drafted detail bar","As a project manager, I want to see the exact count of AI-drafted cells, so that I can track the volume of AI suggestions","A horizontal bar displays 'AI Drafted' label, a filled violet progress bar, and stats showing '{aiDraftedCells}/{totalCells} cells'. Only shown when audio.aiDraftedCells > 0.","src/components/org/ProjectOverview.tsx:477-484","none","Implemented","Untested","","Conditional: only renders when audio.aiDraftedCells > 0; suffix ' cells' appended","Project manager / owner (oversight)","Read all panels: viewer(100); manage/configure panels: project_lead(500)+","https://docs.aquilla.app/media/overview-read-progress/overview-read-progress.mp4","00:00","recorded"
"PO-18","Project Overview","Display validation detail bar","As a project manager, I want to see the exact count of validated cells vs total, so that I can understand validation coverage","A horizontal bar displays 'Validated' label, a filled emerald progress bar, and stats showing '{validatedCells}/{totalCells} cells'.","src/components/org/ProjectOverview.tsx:486-492","e2e/specs/projects/project-overview-file-stats.smoke.spec.ts","Implemented","Untested","","StatBar component; suffix ' cells' appended; only visible when showText=true","Project manager / owner (oversight)","Read all panels: viewer(100); manage/configure panels: project_lead(500)+","https://docs.aquilla.app/media/overview-read-progress/overview-read-progress.mp4","00:00","recorded"
"PO-19","Project Overview","Display audio detail bar","As a project manager, I want to see the exact count of cells with audio vs total, so that I can understand audio coverage","A horizontal bar displays 'Audio' label, a filled sky progress bar, and stats showing '{audioCells}/{totalCells} cells'. Only shown when audio cells exist (showAudio=true).","src/components/org/ProjectOverview.tsx:497-503","none","Implemented","Untested","","Conditional: only renders when showAudio=true; suffix ' cells' appended; includes TODO about GitLab import compatibility (AQU-160)","Project manager / owner (oversight)","Read all panels: viewer(100); manage/configure panels: project_lead(500)+","https://docs.aquilla.app/media/overview-read-progress/overview-read-progress.mp4","00:00","recorded"
"PO-20","Project Overview","Display audio recording duration","As a project manager, I want to know how many minutes of audio have been recorded, so that I can assess audio volume","A small text line shows '{recordedMinutes(audio)} min recorded · {percentage}% of cells have audio' when audio.recordedMs > 0.","src/components/org/ProjectOverview.tsx:508-513","none","Implemented","Untested","","Conditional: only renders when audio.recordedMs > 0; text is small and muted","Project manager / owner (oversight)","Read all panels: viewer(100); manage/configure panels: project_lead(500)+","https://docs.aquilla.app/media/overview-read-progress/overview-read-progress.mp4","00:00","recorded"
"PO-21","Project Overview","Display per-file progress list","As a project manager, I want to see progress by file, so that I can identify which files need attention","A card titled 'Files (top N of M)' lists files sorted by cell count (largest first). Each row shows file name, dual mini-bars (amber for translated, emerald for validated), and stats '{filledCount}/{approvedCount}/{cellCount} · {wordCount}w'. If more than FILE_ROW_CAP (12) files exist, a '+N more files' button expands the full list.","src/components/org/ProjectOverview.tsx:518-574; src/components/org/ProjectOverview.tsx:24","e2e/specs/projects/project-overview-file-stats.smoke.spec.ts","Implemented","Untested","","Loaded via fetchProjectFiles(); sorted by cellCount descending; cap of 12 rows by default; expandable","Project manager / owner (oversight)","Read all panels: viewer(100); manage/configure panels: project_lead(500)+","https://docs.aquilla.app/media/overview-read-progress/overview-read-progress.mp4","00:00","recorded"
"PO-22","Project Overview","Expand / collapse per-file list","As a project manager, I want to toggle between viewing top files and all files, so that I can manage the view size","When files exceed FILE_ROW_CAP (12), a 'Show all' button appears. Clicking toggles showAllFiles state, expanding the list or collapsing back to top 12. Button text changes to 'Show fewer'.","src/components/org/ProjectOverview.tsx:556-572; src/components/org/ProjectOverview.tsx:199","none","Implemented","Untested","","Toggles showAllFiles state; button text and visibility updated conditionally","Project manager / owner (oversight)","Read all panels: viewer(100); manage/configure panels: project_lead(500)+","https://docs.aquilla.app/media/overview-read-progress/overview-read-progress.mp4","00:00","recorded"
"PO-23","Project Overview","Display deadline card","As a project manager, I want to see and manage the project deadline, so that I can track and communicate the due date","A 'Deadline' card displays the current deadline date (if set) with a status badge (On track / Due soon / Overdue). If no deadline, 'No deadline set' is shown. Managers can 'Set deadline', 'Change', or 'Clear' the deadline.","src/components/org/ProjectOverview.tsx:577-636","e2e/specs/projects/project-deadline.smoke.spec.ts","Implemented","Untested","","Conditional rendering: editing mode shows date input; display mode shows date + status chip","Project manager / owner (oversight)","Read all panels: viewer(100); manage/configure panels: project_lead(500)+","https://docs.aquilla.app/media/overview-read-progress/overview-read-progress.mp4","00:00","recorded"
"PO-24","Project Overview","Set project deadline","As a project manager, I want to set a deadline for the project, so that I can establish a target completion date","Clicking 'Set deadline' opens a date input (aria-label='Project deadline'). User selects a date and clicks 'Save'. The function saveDeadline(value) calls setProjectDeadline(jwt, id, value), then refreshes the overview. On error, an error message appears.","src/components/org/ProjectOverview.tsx:272-285; src/components/org/ProjectOverview.tsx:614-622","e2e/specs/projects/project-deadline.smoke.spec.ts","Implemented","Untested","","Only available to canManage role; Save button disabled until date is entered","Project manager / owner (oversight)","Read all panels: viewer(100); manage/configure panels: project_lead(500)+","https://docs.aquilla.app/media/overview-read-progress/overview-read-progress.mp4","00:00","recorded"
"PO-25","Project Overview","Change project deadline","As a project manager, I want to update an existing deadline, so that I can adjust the target completion date","When a deadline is already set, a 'Change' button appears. Clicking opens the date input pre-filled with the current deadline. User edits and saves via the same Save/Cancel flow.","src/components/org/ProjectOverview.tsx:616-622","e2e/specs/projects/project-deadline.smoke.spec.ts","Implemented","Untested","","Only visible when audio?.deadlineAt exists; uses same saveDeadline() handler","Project manager / owner (oversight)","Read all panels: viewer(100); manage/configure panels: project_lead(500)+","https://docs.aquilla.app/media/overview-read-progress/overview-read-progress.mp4","00:00","recorded"
"PO-26","Project Overview","Clear project deadline","As a project manager, I want to remove a deadline, so that I can indicate the project has no fixed due date","When a deadline is set, a 'Clear' button appears. Clicking calls saveDeadline(null), which persists a null deadline. The overview then shows 'No deadline set' again.","src/components/org/ProjectOverview.tsx:623-631","e2e/specs/projects/project-deadline.smoke.spec.ts","Implemented","Untested","","Only visible when audio?.deadlineAt exists; calls saveDeadline(null)","Project manager / owner (oversight)","Read all panels: viewer(100); manage/configure panels: project_lead(500)+","https://docs.aquilla.app/media/overview-read-progress/overview-read-progress.mp4","00:00","recorded"
"PO-27","Project Overview","Display deadline status badge","As a project manager, I want to quickly see the deadline status, so that I know if the project is on track, due soon, or overdue","Next to the deadline date, a DeadlineChip badge displays 'On track' (green), 'Due soon' (amber), or 'Overdue' (red) based on deadlineStatus(audio, now). Badge is hidden if no deadline (dstatus=null).","src/components/org/ProjectOverview.tsx:263; src/components/org/ProjectOverview.tsx:68-76; src/components/org/ProjectOverview.tsx:605-610","e2e/specs/projects/project-deadline.smoke.spec.ts","Implemented","Untested","","","Project manager / owner (oversight)","Read all panels: viewer(100); manage/configure panels: project_lead(500)+","https://docs.aquilla.app/media/overview-read-progress/overview-read-progress.mp4","00:00","recorded"
"PO-28","Project Overview","Display team workload card","As a project manager, I want to see each team member's workload, so that I can understand who is doing what and track progress","A 'Team' card displays a list of members with open assignments, showing: username, a progress bar (blue fill), and '{openAssignments} open · {donePct}%'. If no assignments exist, 'No open assignments in this project yet.' is shown.","src/components/org/ProjectOverview.tsx:638-678","none","Implemented","Untested","","Data loaded via getProjectAssignments(jwt, id); displays AssigneeWorkload[] items; progress bar colored primary","Project manager / owner (oversight)","Read all panels: viewer(100); manage/configure panels: project_lead(500)+","https://docs.aquilla.app/media/overview-read-progress/overview-read-progress.mp4","00:00","recorded"
"PO-29","Project Overview","Assign work to team member","As a project manager, I want to assign specific files or chapters to a team member, so that I can distribute work and track individual progress","An 'Assign…' button (collapsed) in the Team card opens an inline form (role='group' aria-label='Assign work') when clicked. The form shows: Assignee select, Book (file) select, Chapter select (optional, defaults to 'Whole book'), Deadline input (optional), Assign and Cancel buttons. Clicking Assign calls createAssignment(), shows success message, then collapses the form. Cancel collapses without saving.","src/components/org/ProjectOverview.tsx:666-677; src/components/org/AssignWork.tsx:32-199","e2e/specs/projects/project-overview-assign-work.smoke.spec.ts","Implemented","Untested","","Only shown to canAssign role (syncRole.level >= 500); only when !isArchived and project has files; requires member in org to assign","Project manager / owner (oversight)","Read all panels: viewer(100); manage/configure panels: project_lead(500)+","https://docs.aquilla.app/media/overview-read-progress/overview-read-progress.mp4","00:00","recorded"
"PO-30","Project Overview","Display members card","As a project manager, I want to manage project members from the overview, so that I don't need to navigate to a separate members page","A 'Members' card (AQU-335) renders the MembersTab component, showing current members, role management, add member form, and revoke all options. The card only renders when caller is canManage and project is not archived.","src/components/org/ProjectOverview.tsx:683-688","e2e/specs/projects/members-matrix.smoke.spec.ts","Implemented","Untested","","data-testid='overview-members-card'; embeds MembersTab component; only renders when canManage && !isArchived","Project lead / owner","Manage members/invites: project_lead(500); role changes: maintainer/owner(≥600); link role capped at contributor(400)","https://docs.aquilla.app/media/overview-read-progress/overview-read-progress.mp4","00:00","recorded"
"PO-31","Project Overview","Add project member","As a project manager, I want to add a new member to the project, so that they can access and contribute to the translation","In the Members card, an 'Add member' section shows a username input, a role select, and an 'Add' button. User types a username, selects a role, and clicks Add. The function calls add(username, role) via useProjectMembers hook. On success, the member appears in the list. On error, an error message is shown. The button is disabled during submission.","src/components/ProjectMembersPage.tsx:325-378","e2e/specs/projects/members-matrix.smoke.spec.ts","Implemented","Untested","","Only rendered when embedded in MembersTab; requires Enter or click to submit; disabled while adding","Project lead / owner","Manage members/invites: project_lead(500); role changes: maintainer/owner(≥600); link role capped at contributor(400)","https://docs.aquilla.app/media/overview-read-progress/overview-read-progress.mp4","00:00","recorded"
"PO-32","Project Overview","Change project member role","As a project manager, I want to change a team member's role, so that I can adjust their permission level","Next to each member's name in the Members card, a role select dropdown allows changing roles. Clicking a new role calls add(username, newRole), which updates the member's access level. Only direct grants (not org members or creators) can be changed. The select is disabled while saving.","src/components/ProjectMembersPage.tsx:252-283","e2e/specs/projects/members-matrix.smoke.spec.ts","Implemented","Untested","","Conditional: locked for org-source and creator-source members; disabled while updating","Project lead / owner","Manage members/invites: project_lead(500); role changes: maintainer/owner(≥600); link role capped at contributor(400)","https://docs.aquilla.app/media/overview-read-progress/overview-read-progress.mp4","00:00","recorded"
"PO-33","Project Overview","Remove project member (direct grant)","As a project manager, I want to remove a directly-added member from the project, so that they no longer have access","Next to directly-granted members (role.source === 'override'), a 'Remove' button appears. Clicking calls remove(userId) via useProjectMembers hook, which removes the member from the project. The member disappears from the list on success.","src/components/ProjectMembersPage.tsx:286-295","e2e/specs/projects/members-matrix.smoke.spec.ts","Implemented","Untested","","Only visible for direct grants; org-sourced and creator members show locked hint instead","Project manager / owner (oversight)","Read all panels: viewer(100); manage/configure panels: project_lead(500)+","https://docs.aquilla.app/media/overview-read-progress/overview-read-progress.mp4","00:00","recorded"
"PO-34","Project Overview","Revoke all member access","As a project manager, I want to completely revoke a member's access to a project across all grant paths, so that I can ensure they cannot access the project","A 'Revoke all' button (destructive red styling) appears for each member. Clicking opens a confirmation dialog listing all grant paths (org, team, direct) that give the member access. User must confirm to proceed. Clicking Revoke calls revokeAllProjectAccess(), which removes access across all paths. On success, the dialog closes and the member list refreshes.","src/components/ProjectMembersPage.tsx:304-316; src/components/ProjectMembersPage.tsx:381-391","none","Implemented","Untested","","Only visible when session.jwt exists and member is not self; opens RevokeAllDialog for confirmation","Project manager / owner (oversight)","Read all panels: viewer(100); manage/configure panels: project_lead(500)+","https://docs.aquilla.app/media/overview-read-progress/overview-read-progress.mp4","00:00","recorded"
"PO-35","Project Overview","Display project state error","As a project manager, I want to see error messages when operations fail, so that I understand what went wrong","When an error occurs during archive, restore, deadline save, or download operations, a red error message is displayed below the header. Errors are cleared when operations start.","src/components/org/ProjectOverview.tsx:194; src/components/org/ProjectOverview.tsx:436","none","Implemented","Untested","","error state managed at component level; displayed via ternary in header section","Project manager / owner (oversight)","Read all panels: viewer(100); manage/configure panels: project_lead(500)+","https://docs.aquilla.app/media/overview-read-progress/overview-read-progress.mp4","00:00","recorded"
"PO-36","Project Overview","Loading state for operations","As a project manager, I want to see visual feedback during long-running operations, so that I know the app is processing my request","During archive, restore, download, deadline save, or lifecycle toggle operations, affected buttons show disabled state (opacity-50) and (for lifecycle) text changes to 'Reactivating…'. The busy flag prevents duplicate submissions.","src/components/org/ProjectOverview.tsx:193-194; src/components/org/ProjectOverview.tsx:250-254","none","Implemented","Untested","","Multiple busy states: busy (general), lifecycleBusy (lifecycle toggle), adding (members)","Project manager / owner (oversight)","Read all panels: viewer(100); manage/configure panels: project_lead(500)+","https://docs.aquilla.app/media/overview-read-progress/overview-read-progress.mp4","00:00","recorded"
"PO-37","Project Overview","Responsive file list scrolling","As a project manager on a mobile device, I want the file list to scroll horizontally, so that I can see all file stat columns","When the files card is displayed with many columns (name, bars, stats), the page allows horizontal scrolling to view all columns. The overflow is managed via CSS overflow classes.","src/components/org/ProjectOverview.tsx:537-554","none","Implemented","Untested","","Uses flex layout with shrink-0 classes for column sizing; outer page has overflow-y-auto","Project manager / owner (oversight)","Read all panels: viewer(100); manage/configure panels: project_lead(500)+","https://docs.aquilla.app/media/overview-read-progress/overview-read-progress.mp4","00:00","recorded"
"PO-38","Project Overview","Role-based feature visibility","As a collaborator, I want to see only the actions I have permission to perform, so that the UI is not cluttered with unavailable actions","UI elements are conditionally rendered based on role: canManage (maintainer+) sees deadline actions and download; canAssign (project_lead+) sees assign form; canToggleLifecycle (project_lead+) sees lifecycle toggle; isOwner (owner+) sees archive and restore buttons.","src/components/org/ProjectOverview.tsx:244-247; src/components/org/ProjectOverview.tsx:404-432","none","Implemented","Untested","","Roles derived from project.syncRole.level; all are ternary-gated in JSX","Project manager / owner (oversight)","Read all panels: viewer(100); manage/configure panels: project_lead(500)+","https://docs.aquilla.app/media/overview-read-progress/overview-read-progress.mp4","00:00","recorded"
"EC-01","Editor Core","Cell text editing","As a translator, I want to edit the target translation in each cell, so that I can add or modify the translated text.","User clicks on the target column to focus the TipTap editor, types or pastes text, and on idle (1.2s of keyboard pause) or blur, the cell value is committed via an outbox event. The value is sanitized to allow only inline formatting (bold, italic, underline, strikethrough, code). Plain text and HTML forms are serialized. Editing is blocked when another user holds the focus lock; a banner shows 'Alice is editing'.","src/components/TranslatedEditor.tsx:1-200 (editor setup, idle commit); src/components/EditorTable.tsx:2099-2200 (TranslatedEditor integration); src/hooks/useCells.ts:1009-1062 (optimistic edit patching)","e2e/specs/editor/import-and-edit.smoke.spec.ts","Implemented","Untested","","Idle commit window is 1.2s (COMMIT_IDLE_MS). Lock conflict is checked at commit time via checkLockHolder. Pending outbox edits are visually marked with hasPendingEdit flag.","Translator (bilingual contributor)","Read: viewer(100); edit target cells: contributor(400); edit source cells/reorder: project_lead(500)","https://docs.aquilla.app/media/editor-translate-cell/editor-translate-cell.mp4","00:17","recorded"
"EC-02","Editor Core","Cell footnotes — inline USFM display and editing","As a translator, I want to view and edit USFM footnotes (\f...\f*) embedded in target text, so that I can maintain footnote content in Bible translations.","Target text containing \f...\f* is parsed and rendered as superscript marker chips, each hoverable to show the full footnote text. User can double-click a word to start a footnote insertion, or use menu to add a footnote at cursor/selection. Backspace/Delete on a marker shows a 'Delete footnote?' confirm dialog. Shift+Arrow selection extends correctly across footnote atoms. Footnote markers can be renumbered or reordered by editing caller syntax.","src/components/TranslatedEditor.tsx:66-72 (FootnoteInsertionAnchor interface); src/components/TranslatedEditor.tsx:476-543 (insertFootnoteMarker / getFootnoteInsertionAnchor imperatives); src/components/TranslatedEditor.tsx:845-868 (findFootnoteDeleteTarget / deleteFootnoteByIndex); src/components/EditorTable.tsx:77-92 (AddFootnoteDialog imports); src/components/EditorTable.tsx:2142-2175 (footnote state + extraction)","none","Implemented","Untested","","Footnotes are atomic inline nodes; deletion requires a second keypress to confirm. Caller field drives marker style (auto-numbered or letter-sequenced). Footnote scope (chapter-level numbering) is derived from cell reference fields.","Translator (bilingual contributor)","Read: viewer(100); edit target cells: contributor(400); edit source cells/reorder: project_lead(500)","https://docs.aquilla.app/media/editor-translate-cell/editor-translate-cell.mp4","00:00","recorded"
